window_index,start_time,end_time,ue_ip,ground_truth_labels
38,2026-02-26T09:45:49Z,2026-02-26T09:45:54Z,10.0.0.1,directions
38,2026-02-26T09:45:49Z,2026-02-26T09:45:54Z,10.0.0.2,gaming-online
38,2026-02-26T09:45:49Z,2026-02-26T09:45:54Z,10.0.0.3,search
39,2026-02-26T09:45:54Z,2026-02-26T09:45:59Z,10.0.0.1,directions
39,2026-02-26T09:45:54Z,2026-02-26T09:45:59Z,10.0.0.2,gaming-online
39,2026-02-26T09:45:54Z,2026-02-26T09:45:59Z,10.0.0.3,search
40,2026-02-26T09:45:59Z,2026-02-26T09:46:04Z,10.0.0.1,directions
40,2026-02-26T09:45:59Z,2026-02-26T09:46:04Z,10.0.0.2,gaming-online
40,2026-02-26T09:45:59Z,2026-02-26T09:46:04Z,10.0.0.3,search
41,2026-02-26T09:46:04Z,2026-02-26T09:46:09Z,10.0.0.1,directions
41,2026-02-26T09:46:04Z,2026-02-26T09:46:09Z,10.0.0.2,gaming-online
41,2026-02-26T09:46:04Z,2026-02-26T09:46:09Z,10.0.0.3,search
42,2026-02-26T09:46:09Z,2026-02-26T09:46:14Z,10.0.0.1,directions
42,2026-02-26T09:46:09Z,2026-02-26T09:46:14Z,10.0.0.2,gaming-online
42,2026-02-26T09:46:09Z,2026-02-26T09:46:14Z,10.0.0.3,search
43,2026-02-26T09:46:14Z,2026-02-26T09:46:19Z,10.0.0.1,directions
43,2026-02-26T09:46:14Z,2026-02-26T09:46:19Z,10.0.0.2,gaming-online
43,2026-02-26T09:46:14Z,2026-02-26T09:46:19Z,10.0.0.3,search
44,2026-02-26T09:46:19Z,2026-02-26T09:46:24Z,10.0.0.1,directions
44,2026-02-26T09:46:19Z,2026-02-26T09:46:24Z,10.0.0.2,gaming-online
44,2026-02-26T09:46:19Z,2026-02-26T09:46:24Z,10.0.0.3,search
45,2026-02-26T09:46:24Z,2026-02-26T09:46:29Z,10.0.0.1,directions
45,2026-02-26T09:46:24Z,2026-02-26T09:46:29Z,10.0.0.2,gaming-online
45,2026-02-26T09:46:24Z,2026-02-26T09:46:29Z,10.0.0.3,audiocall|search|videocall
46,2026-02-26T09:46:29Z,2026-02-26T09:46:34Z,10.0.0.1,directions
46,2026-02-26T09:46:29Z,2026-02-26T09:46:34Z,10.0.0.2,gaming-online
46,2026-02-26T09:46:29Z,2026-02-26T09:46:34Z,10.0.0.3,audiocall|videocall
47,2026-02-26T09:46:34Z,2026-02-26T09:46:39Z,10.0.0.1,directions
47,2026-02-26T09:46:34Z,2026-02-26T09:46:39Z,10.0.0.2,gaming-online
47,2026-02-26T09:46:34Z,2026-02-26T09:46:39Z,10.0.0.3,audiocall
48,2026-02-26T09:46:39Z,2026-02-26T09:46:44Z,10.0.0.1,directions
48,2026-02-26T09:46:39Z,2026-02-26T09:46:44Z,10.0.0.2,gaming-online
48,2026-02-26T09:46:39Z,2026-02-26T09:46:44Z,10.0.0.3,audiocall
49,2026-02-26T09:46:44Z,2026-02-26T09:46:49Z,10.0.0.1,directions
49,2026-02-26T09:46:44Z,2026-02-26T09:46:49Z,10.0.0.2,gaming-online|video-streaming
49,2026-02-26T09:46:44Z,2026-02-26T09:46:49Z,10.0.0.3,audiocall
50,2026-02-26T09:46:49Z,2026-02-26T09:46:54Z,10.0.0.1,directions
50,2026-02-26T09:46:49Z,2026-02-26T09:46:54Z,10.0.0.2,gaming-online|video-streaming
50,2026-02-26T09:46:49Z,2026-02-26T09:46:54Z,10.0.0.3,audiocall
51,2026-02-26T09:46:54Z,2026-02-26T09:46:59Z,10.0.0.1,directions|video-streaming|videocall
51,2026-02-26T09:46:54Z,2026-02-26T09:46:59Z,10.0.0.2,gaming-online
51,2026-02-26T09:46:54Z,2026-02-26T09:46:59Z,10.0.0.3,audiocall
52,2026-02-26T09:46:59Z,2026-02-26T09:47:04Z,10.0.0.1,video-streaming|videocall
52,2026-02-26T09:46:59Z,2026-02-26T09:47:04Z,10.0.0.2,gaming-online
52,2026-02-26T09:46:59Z,2026-02-26T09:47:04Z,10.0.0.3,audiocall
53,2026-02-26T09:47:04Z,2026-02-26T09:47:09Z,10.0.0.1,idle
53,2026-02-26T09:47:04Z,2026-02-26T09:47:09Z,10.0.0.2,gaming-online
53,2026-02-26T09:47:04Z,2026-02-26T09:47:09Z,10.0.0.3,audiocall
54,2026-02-26T09:47:09Z,2026-02-26T09:47:14Z,10.0.0.1,idle
54,2026-02-26T09:47:09Z,2026-02-26T09:47:14Z,10.0.0.2,gaming-online
54,2026-02-26T09:47:09Z,2026-02-26T09:47:14Z,10.0.0.3,audiocall
55,2026-02-26T09:47:14Z,2026-02-26T09:47:19Z,10.0.0.1,videocall
55,2026-02-26T09:47:14Z,2026-02-26T09:47:19Z,10.0.0.2,gaming-online
55,2026-02-26T09:47:14Z,2026-02-26T09:47:19Z,10.0.0.3,audiocall
56,2026-02-26T09:47:19Z,2026-02-26T09:47:24Z,10.0.0.1,videocall
56,2026-02-26T09:47:19Z,2026-02-26T09:47:24Z,10.0.0.2,gaming-online
56,2026-02-26T09:47:19Z,2026-02-26T09:47:24Z,10.0.0.3,audiocall
57,2026-02-26T09:47:24Z,2026-02-26T09:47:29Z,10.0.0.1,idle
57,2026-02-26T09:47:24Z,2026-02-26T09:47:29Z,10.0.0.2,gaming-online
57,2026-02-26T09:47:24Z,2026-02-26T09:47:29Z,10.0.0.3,audiocall
58,2026-02-26T09:47:29Z,2026-02-26T09:47:34Z,10.0.0.1,idle
58,2026-02-26T09:47:29Z,2026-02-26T09:47:34Z,10.0.0.2,gaming-online
58,2026-02-26T09:47:29Z,2026-02-26T09:47:34Z,10.0.0.3,audiocall
59,2026-02-26T09:47:34Z,2026-02-26T09:47:39Z,10.0.0.1,idle
59,2026-02-26T09:47:34Z,2026-02-26T09:47:39Z,10.0.0.2,gaming-online
59,2026-02-26T09:47:34Z,2026-02-26T09:47:39Z,10.0.0.3,audiocall|videocall
60,2026-02-26T09:47:39Z,2026-02-26T09:47:44Z,10.0.0.1,videocall
60,2026-02-26T09:47:39Z,2026-02-26T09:47:44Z,10.0.0.2,gaming-online
60,2026-02-26T09:47:39Z,2026-02-26T09:47:44Z,10.0.0.3,audiocall|videocall
61,2026-02-26T09:47:44Z,2026-02-26T09:47:49Z,10.0.0.1,idle
61,2026-02-26T09:47:44Z,2026-02-26T09:47:49Z,10.0.0.2,gaming-online
61,2026-02-26T09:47:44Z,2026-02-26T09:47:49Z,10.0.0.3,idle
62,2026-02-26T09:47:49Z,2026-02-26T09:47:54Z,10.0.0.1,idle
62,2026-02-26T09:47:49Z,2026-02-26T09:47:54Z,10.0.0.2,gaming-online
62,2026-02-26T09:47:49Z,2026-02-26T09:47:54Z,10.0.0.3,idle
63,2026-02-26T09:47:54Z,2026-02-26T09:47:59Z,10.0.0.1,video-streaming
63,2026-02-26T09:47:54Z,2026-02-26T09:47:59Z,10.0.0.2,gaming-online
63,2026-02-26T09:47:54Z,2026-02-26T09:47:59Z,10.0.0.3,idle
64,2026-02-26T09:47:59Z,2026-02-26T09:48:04Z,10.0.0.1,video-streaming|videocall
64,2026-02-26T09:47:59Z,2026-02-26T09:48:04Z,10.0.0.2,gaming-online
64,2026-02-26T09:47:59Z,2026-02-26T09:48:04Z,10.0.0.3,idle
65,2026-02-26T09:48:04Z,2026-02-26T09:48:09Z,10.0.0.1,idle
65,2026-02-26T09:48:04Z,2026-02-26T09:48:09Z,10.0.0.2,gaming-online
65,2026-02-26T09:48:04Z,2026-02-26T09:48:09Z,10.0.0.3,audiocall
66,2026-02-26T09:48:09Z,2026-02-26T09:48:14Z,10.0.0.1,idle
66,2026-02-26T09:48:09Z,2026-02-26T09:48:14Z,10.0.0.2,gaming-online
66,2026-02-26T09:48:09Z,2026-02-26T09:48:14Z,10.0.0.3,idle
67,2026-02-26T09:48:14Z,2026-02-26T09:48:19Z,10.0.0.1,idle
67,2026-02-26T09:48:14Z,2026-02-26T09:48:19Z,10.0.0.2,gaming-online
67,2026-02-26T09:48:14Z,2026-02-26T09:48:19Z,10.0.0.3,idle
68,2026-02-26T09:48:19Z,2026-02-26T09:48:24Z,10.0.0.1,videocall
68,2026-02-26T09:48:19Z,2026-02-26T09:48:24Z,10.0.0.2,gaming-online
68,2026-02-26T09:48:19Z,2026-02-26T09:48:24Z,10.0.0.3,idle
69,2026-02-26T09:48:24Z,2026-02-26T09:48:29Z,10.0.0.1,idle
69,2026-02-26T09:48:24Z,2026-02-26T09:48:29Z,10.0.0.2,gaming-online
69,2026-02-26T09:48:24Z,2026-02-26T09:48:29Z,10.0.0.3,idle
70,2026-02-26T09:48:29Z,2026-02-26T09:48:34Z,10.0.0.1,idle
70,2026-02-26T09:48:29Z,2026-02-26T09:48:34Z,10.0.0.2,gaming-online
70,2026-02-26T09:48:29Z,2026-02-26T09:48:34Z,10.0.0.3,idle
71,2026-02-26T09:48:34Z,2026-02-26T09:48:39Z,10.0.0.1,idle
71,2026-02-26T09:48:34Z,2026-02-26T09:48:39Z,10.0.0.2,gaming-online
71,2026-02-26T09:48:34Z,2026-02-26T09:48:39Z,10.0.0.3,audiocall
72,2026-02-26T09:48:39Z,2026-02-26T09:48:44Z,10.0.0.1,videocall
72,2026-02-26T09:48:39Z,2026-02-26T09:48:44Z,10.0.0.2,gaming-online
72,2026-02-26T09:48:39Z,2026-02-26T09:48:44Z,10.0.0.3,idle
