window_index,start_time,end_time,ue_ip,ground_truth_labels
24,2026-02-26T09:44:39Z,2026-02-26T09:44:44Z,10.0.0.2,open-email
24,2026-02-26T09:44:39Z,2026-02-26T09:44:44Z,10.0.0.3,social-post|videocall
25,2026-02-26T09:44:44Z,2026-02-26T09:44:49Z,10.0.0.1,directions
25,2026-02-26T09:44:44Z,2026-02-26T09:44:49Z,10.0.0.2,open-email|video-streaming
25,2026-02-26T09:44:44Z,2026-02-26T09:44:49Z,10.0.0.3,social-post|videocall
26,2026-02-26T09:44:49Z,2026-02-26T09:44:54Z,10.0.0.1,directions
26,2026-02-26T09:44:49Z,2026-02-26T09:44:54Z,10.0.0.2,open-email
26,2026-02-26T09:44:49Z,2026-02-26T09:44:54Z,10.0.0.3,social-post|videocall
27,2026-02-26T09:44:54Z,2026-02-26T09:44:59Z,10.0.0.1,directions
27,2026-02-26T09:44:54Z,2026-02-26T09:44:59Z,10.0.0.2,open-email
27,2026-02-26T09:44:54Z,2026-02-26T09:44:59Z,10.0.0.3,social-post|videocall
28,2026-02-26T09:44:59Z,2026-02-26T09:45:04Z,10.0.0.1,directions
28,2026-02-26T09:44:59Z,2026-02-26T09:45:04Z,10.0.0.2,open-email
28,2026-02-26T09:44:59Z,2026-02-26T09:45:04Z,10.0.0.3,social-post|videocall
29,2026-02-26T09:45:04Z,2026-02-26T09:45:09Z,10.0.0.1,directions
29,2026-02-26T09:45:04Z,2026-02-26T09:45:09Z,10.0.0.2,open-email
29,2026-02-26T09:45:04Z,2026-02-26T09:45:09Z,10.0.0.3,social-post|videocall
30,2026-02-26T09:45:09Z,2026-02-26T09:45:14Z,10.0.0.1,directions
30,2026-02-26T09:45:09Z,2026-02-26T09:45:14Z,10.0.0.2,open-email
30,2026-02-26T09:45:09Z,2026-02-26T09:45:14Z,10.0.0.3,social-post|videocall
31,2026-02-26T09:45:14Z,2026-02-26T09:45:19Z,10.0.0.1,directions
31,2026-02-26T09:45:14Z,2026-02-26T09:45:19Z,10.0.0.2,audiocall|gaming-online|open-email
31,2026-02-26T09:45:14Z,2026-02-26T09:45:19Z,10.0.0.3,social-post|videocall
32,2026-02-26T09:45:19Z,2026-02-26T09:45:24Z,10.0.0.1,directions
32,2026-02-26T09:45:19Z,2026-02-26T09:45:24Z,10.0.0.2,gaming-online
32,2026-02-26T09:45:19Z,2026-02-26T09:45:24Z,10.0.0.3,social-post|videocall
33,2026-02-26T09:45:24Z,2026-02-26T09:45:29Z,10.0.0.1,directions
33,2026-02-26T09:45:24Z,2026-02-26T09:45:29Z,10.0.0.2,gaming-online
33,2026-02-26T09:45:24Z,2026-02-26T09:45:29Z,10.0.0.3,social-post|videocall
34,2026-02-26T09:45:29Z,2026-02-26T09:45:34Z,10.0.0.1,directions
34,2026-02-26T09:45:29Z,2026-02-26T09:45:34Z,10.0.0.2,gaming-online
34,2026-02-26T09:45:29Z,2026-02-26T09:45:34Z,10.0.0.3,social-post|video-streaming|videocall
35,2026-02-26T09:45:34Z,2026-02-26T09:45:39Z,10.0.0.1,audiocall|gaming-online
35,2026-02-26T09:45:34Z,2026-02-26T09:45:39Z,10.0.0.2,gaming-online
35,2026-02-26T09:45:34Z,2026-02-26T09:45:39Z,10.0.0.3,video-streaming
36,2026-02-26T09:45:39Z,2026-02-26T09:45:44Z,10.0.0.1,audiocall|gaming-online
36,2026-02-26T09:45:39Z,2026-02-26T09:45:44Z,10.0.0.2,gaming-online
36,2026-02-26T09:45:39Z,2026-02-26T09:45:44Z,10.0.0.3,video-streaming
37,2026-02-26T09:45:44Z,2026-02-26T09:45:49Z,10.0.0.1,gaming-online
37,2026-02-26T09:45:44Z,2026-02-26T09:45:49Z,10.0.0.2,gaming-online
37,2026-02-26T09:45:44Z,2026-02-26T09:45:49Z,10.0.0.3,idle
38,2026-02-26T09:45:49Z,2026-02-26T09:45:54Z,10.0.0.1,audiocall|gaming-online
38,2026-02-26T09:45:49Z,2026-02-26T09:45:54Z,10.0.0.2,gaming-online
38,2026-02-26T09:45:49Z,2026-02-26T09:45:54Z,10.0.0.3,idle
39,2026-02-26T09:45:54Z,2026-02-26T09:45:59Z,10.0.0.1,audiocall|gaming-online
39,2026-02-26T09:45:54Z,2026-02-26T09:45:59Z,10.0.0.2,gaming-online
39,2026-02-26T09:45:54Z,2026-02-26T09:45:59Z,10.0.0.3,videocall
40,2026-02-26T09:45:59Z,2026-02-26T09:46:04Z,10.0.0.1,gaming-online
40,2026-02-26T09:45:59Z,2026-02-26T09:46:04Z,10.0.0.2,audiocall|gaming-online
40,2026-02-26T09:45:59Z,2026-02-26T09:46:04Z,10.0.0.3,videocall
41,2026-02-26T09:46:04Z,2026-02-26T09:46:09Z,10.0.0.1,audiocall|gaming-online
41,2026-02-26T09:46:04Z,2026-02-26T09:46:09Z,10.0.0.2,audiocall|gaming-online
41,2026-02-26T09:46:04Z,2026-02-26T09:46:09Z,10.0.0.3,idle
42,2026-02-26T09:46:09Z,2026-02-26T09:46:14Z,10.0.0.1,gaming-online
42,2026-02-26T09:46:09Z,2026-02-26T09:46:14Z,10.0.0.2,audiocall|gaming-online
42,2026-02-26T09:46:09Z,2026-02-26T09:46:14Z,10.0.0.3,idle
43,2026-02-26T09:46:14Z,2026-02-26T09:46:19Z,10.0.0.1,audiocall|gaming-online
43,2026-02-26T09:46:14Z,2026-02-26T09:46:19Z,10.0.0.2,audiocall|gaming-online
43,2026-02-26T09:46:14Z,2026-02-26T09:46:19Z,10.0.0.3,idle
44,2026-02-26T09:46:19Z,2026-02-26T09:46:24Z,10.0.0.1,audiocall|gaming-online
44,2026-02-26T09:46:19Z,2026-02-26T09:46:24Z,10.0.0.2,audiocall|gaming-online
44,2026-02-26T09:46:19Z,2026-02-26T09:46:24Z,10.0.0.3,idle
45,2026-02-26T09:46:24Z,2026-02-26T09:46:29Z,10.0.0.1,audiocall|gaming-online
45,2026-02-26T09:46:24Z,2026-02-26T09:46:29Z,10.0.0.2,audiocall|gaming-online
45,2026-02-26T09:46:24Z,2026-02-26T09:46:29Z,10.0.0.3,idle
46,2026-02-26T09:46:29Z,2026-02-26T09:46:34Z,10.0.0.1,audiocall|gaming-online
46,2026-02-26T09:46:29Z,2026-02-26T09:46:34Z,10.0.0.2,audiocall|gaming-online
46,2026-02-26T09:46:29Z,2026-02-26T09:46:34Z,10.0.0.3,idle
47,2026-02-26T09:46:34Z,2026-02-26T09:46:39Z,10.0.0.1,audiocall|gaming-online
47,2026-02-26T09:46:34Z,2026-02-26T09:46:39Z,10.0.0.2,audiocall|gaming-online
47,2026-02-26T09:46:34Z,2026-02-26T09:46:39Z,10.0.0.3,idle
48,2026-02-26T09:46:39Z,2026-02-26T09:46:44Z,10.0.0.1,audiocall|gaming-online
48,2026-02-26T09:46:39Z,2026-02-26T09:46:44Z,10.0.0.2,audiocall|gaming-online
48,2026-02-26T09:46:39Z,2026-02-26T09:46:44Z,10.0.0.3,videocall
49,2026-02-26T09:46:44Z,2026-02-26T09:46:49Z,10.0.0.1,audiocall|gaming-online
49,2026-02-26T09:46:44Z,2026-02-26T09:46:49Z,10.0.0.2,audiocall|gaming-online
49,2026-02-26T09:46:44Z,2026-02-26T09:46:49Z,10.0.0.3,idle
50,2026-02-26T09:46:49Z,2026-02-26T09:46:54Z,10.0.0.1,audiocall|gaming-online
50,2026-02-26T09:46:49Z,2026-02-26T09:46:54Z,10.0.0.2,audiocall|gaming-online
50,2026-02-26T09:46:49Z,2026-02-26T09:46:54Z,10.0.0.3,idle
