window_index,start_time,end_time,ue_ip,ground_truth_labels
10,2026-02-26T09:43:29Z,2026-02-26T09:43:34Z,10.0.0.3,videocall
11,2026-02-26T09:43:34Z,2026-02-26T09:43:39Z,10.0.0.1,idle
11,2026-02-26T09:43:34Z,2026-02-26T09:43:39Z,10.0.0.2,idle
11,2026-02-26T09:43:34Z,2026-02-26T09:43:39Z,10.0.0.3,videocall
12,2026-02-26T09:43:39Z,2026-02-26T09:43:44Z,10.0.0.1,idle
12,2026-02-26T09:43:39Z,2026-02-26T09:43:44Z,10.0.0.2,video-streaming
12,2026-02-26T09:43:39Z,2026-02-26T09:43:44Z,10.0.0.3,videocall
13,2026-02-26T09:43:44Z,2026-02-26T09:43:49Z,10.0.0.1,idle
13,2026-02-26T09:43:44Z,2026-02-26T09:43:49Z,10.0.0.2,video-streaming
13,2026-02-26T09:43:44Z,2026-02-26T09:43:49Z,10.0.0.3,videocall
14,2026-02-26T09:43:49Z,2026-02-26T09:43:54Z,10.0.0.1,idle
14,2026-02-26T09:43:49Z,2026-02-26T09:43:54Z,10.0.0.2,idle
14,2026-02-26T09:43:49Z,2026-02-26T09:43:54Z,10.0.0.3,videocall
15,2026-02-26T09:43:54Z,2026-02-26T09:43:59Z,10.0.0.1,idle
15,2026-02-26T09:43:54Z,2026-02-26T09:43:59Z,10.0.0.2,idle
15,2026-02-26T09:43:54Z,2026-02-26T09:43:59Z,10.0.0.3,videocall
16,2026-02-26T09:43:59Z,2026-02-26T09:44:04Z,10.0.0.1,idle
16,2026-02-26T09:43:59Z,2026-02-26T09:44:04Z,10.0.0.2,idle
16,2026-02-26T09:43:59Z,2026-02-26T09:44:04Z,10.0.0.3,videocall
17,2026-02-26T09:44:04Z,2026-02-26T09:44:09Z,10.0.0.1,idle
17,2026-02-26T09:44:04Z,2026-02-26T09:44:09Z,10.0.0.2,idle
17,2026-02-26T09:44:04Z,2026-02-26T09:44:09Z,10.0.0.3,videocall
18,2026-02-26T09:44:09Z,2026-02-26T09:44:14Z,10.0.0.1,idle
18,2026-02-26T09:44:09Z,2026-02-26T09:44:14Z,10.0.0.2,idle
18,2026-02-26T09:44:09Z,2026-02-26T09:44:14Z,10.0.0.3,search|video-streaming|videocall
19,2026-02-26T09:44:14Z,2026-02-26T09:44:19Z,10.0.0.1,idle
19,2026-02-26T09:44:14Z,2026-02-26T09:44:19Z,10.0.0.2,idle
19,2026-02-26T09:44:14Z,2026-02-26T09:44:19Z,10.0.0.3,search
20,2026-02-26T09:44:19Z,2026-02-26T09:44:24Z,10.0.0.1,idle
20,2026-02-26T09:44:19Z,2026-02-26T09:44:24Z,10.0.0.2,idle
20,2026-02-26T09:44:19Z,2026-02-26T09:44:24Z,10.0.0.3,search
21,2026-02-26T09:44:24Z,2026-02-26T09:44:29Z,10.0.0.1,idle
21,2026-02-26T09:44:24Z,2026-02-26T09:44:29Z,10.0.0.2,idle
21,2026-02-26T09:44:24Z,2026-02-26T09:44:29Z,10.0.0.3,search
22,2026-02-26T09:44:29Z,2026-02-26T09:44:34Z,10.0.0.1,idle
22,2026-02-26T09:44:29Z,2026-02-26T09:44:34Z,10.0.0.2,idle
22,2026-02-26T09:44:29Z,2026-02-26T09:44:34Z,10.0.0.3,search
23,2026-02-26T09:44:34Z,2026-02-26T09:44:39Z,10.0.0.1,idle
23,2026-02-26T09:44:34Z,2026-02-26T09:44:39Z,10.0.0.2,idle
23,2026-02-26T09:44:34Z,2026-02-26T09:44:39Z,10.0.0.3,search
24,2026-02-26T09:44:39Z,2026-02-26T09:44:44Z,10.0.0.1,idle
24,2026-02-26T09:44:39Z,2026-02-26T09:44:44Z,10.0.0.2,idle
24,2026-02-26T09:44:39Z,2026-02-26T09:44:44Z,10.0.0.3,search
25,2026-02-26T09:44:44Z,2026-02-26T09:44:49Z,10.0.0.1,idle
25,2026-02-26T09:44:44Z,2026-02-26T09:44:49Z,10.0.0.2,idle
25,2026-02-26T09:44:44Z,2026-02-26T09:44:49Z,10.0.0.3,search
26,2026-02-26T09:44:49Z,2026-02-26T09:44:54Z,10.0.0.1,idle
26,2026-02-26T09:44:49Z,2026-02-26T09:44:54Z,10.0.0.2,idle
26,2026-02-26T09:44:49Z,2026-02-26T09:44:54Z,10.0.0.3,search
27,2026-02-26T09:44:54Z,2026-02-26T09:44:59Z,10.0.0.1,idle
27,2026-02-26T09:44:54Z,2026-02-26T09:44:59Z,10.0.0.2,idle
27,2026-02-26T09:44:54Z,2026-02-26T09:44:59Z,10.0.0.3,search
28,2026-02-26T09:44:59Z,2026-02-26T09:45:04Z,10.0.0.1,idle
28,2026-02-26T09:44:59Z,2026-02-26T09:45:04Z,10.0.0.2,idle
28,2026-02-26T09:44:59Z,2026-02-26T09:45:04Z,10.0.0.3,search
29,2026-02-26T09:45:04Z,2026-02-26T09:45:09Z,10.0.0.1,idle
29,2026-02-26T09:45:04Z,2026-02-26T09:45:09Z,10.0.0.2,audiocall|directions
29,2026-02-26T09:45:04Z,2026-02-26T09:45:09Z,10.0.0.3,search
30,2026-02-26T09:45:09Z,2026-02-26T09:45:14Z,10.0.0.1,idle
30,2026-02-26T09:45:09Z,2026-02-26T09:45:14Z,10.0.0.2,audiocall|directions
30,2026-02-26T09:45:09Z,2026-02-26T09:45:14Z,10.0.0.3,search|video-streaming
31,2026-02-26T09:45:14Z,2026-02-26T09:45:19Z,10.0.0.1,idle
31,2026-02-26T09:45:14Z,2026-02-26T09:45:19Z,10.0.0.2,audiocall|directions
31,2026-02-26T09:45:14Z,2026-02-26T09:45:19Z,10.0.0.3,search|video-streaming
32,2026-02-26T09:45:19Z,2026-02-26T09:45:24Z,10.0.0.1,idle
32,2026-02-26T09:45:19Z,2026-02-26T09:45:24Z,10.0.0.2,audiocall|directions
32,2026-02-26T09:45:19Z,2026-02-26T09:45:24Z,10.0.0.3,search|video-streaming
33,2026-02-26T09:45:24Z,2026-02-26T09:45:29Z,10.0.0.1,idle
33,2026-02-26T09:45:24Z,2026-02-26T09:45:29Z,10.0.0.2,audiocall|directions
33,2026-02-26T09:45:24Z,2026-02-26T09:45:29Z,10.0.0.3,search|video-streaming
34,2026-02-26T09:45:29Z,2026-02-26T09:45:34Z,10.0.0.1,gaming-online|search
34,2026-02-26T09:45:29Z,2026-02-26T09:45:34Z,10.0.0.2,audiocall|directions
34,2026-02-26T09:45:29Z,2026-02-26T09:45:34Z,10.0.0.3,search
35,2026-02-26T09:45:34Z,2026-02-26T09:45:39Z,10.0.0.1,gaming-online|search
35,2026-02-26T09:45:34Z,2026-02-26T09:45:39Z,10.0.0.2,audiocall|directions
35,2026-02-26T09:45:34Z,2026-02-26T09:45:39Z,10.0.0.3,search
36,2026-02-26T09:45:39Z,2026-02-26T09:45:44Z,10.0.0.1,gaming-online|search
36,2026-02-26T09:45:39Z,2026-02-26T09:45:44Z,10.0.0.2,audiocall|directions
36,2026-02-26T09:45:39Z,2026-02-26T09:45:44Z,10.0.0.3,search
37,2026-02-26T09:45:44Z,2026-02-26T09:45:49Z,10.0.0.1,search
37,2026-02-26T09:45:44Z,2026-02-26T09:45:49Z,10.0.0.2,audiocall|directions
37,2026-02-26T09:45:44Z,2026-02-26T09:45:49Z,10.0.0.3,search
38,2026-02-26T09:45:49Z,2026-02-26T09:45:54Z,10.0.0.1,search
38,2026-02-26T09:45:49Z,2026-02-26T09:45:54Z,10.0.0.2,audiocall|directions
38,2026-02-26T09:45:49Z,2026-02-26T09:45:54Z,10.0.0.3,search
39,2026-02-26T09:45:54Z,2026-02-26T09:45:59Z,10.0.0.1,search
39,2026-02-26T09:45:54Z,2026-02-26T09:45:59Z,10.0.0.2,audiocall|directions
39,2026-02-26T09:45:54Z,2026-02-26T09:45:59Z,10.0.0.3,search
40,2026-02-26T09:45:59Z,2026-02-26T09:46:04Z,10.0.0.1,search
40,2026-02-26T09:45:59Z,2026-02-26T09:46:04Z,10.0.0.2,audiocall|directions
40,2026-02-26T09:45:59Z,2026-02-26T09:46:04Z,10.0.0.3,search
41,2026-02-26T09:46:04Z,2026-02-26T09:46:09Z,10.0.0.1,search
41,2026-02-26T09:46:04Z,2026-02-26T09:46:09Z,10.0.0.2,audiocall|directions
41,2026-02-26T09:46:04Z,2026-02-26T09:46:09Z,10.0.0.3,search
42,2026-02-26T09:46:09Z,2026-02-26T09:46:14Z,10.0.0.1,search
42,2026-02-26T09:46:09Z,2026-02-26T09:46:14Z,10.0.0.2,audiocall|directions
42,2026-02-26T09:46:09Z,2026-02-26T09:46:14Z,10.0.0.3,search
43,2026-02-26T09:46:14Z,2026-02-26T09:46:19Z,10.0.0.1,search
43,2026-02-26T09:46:14Z,2026-02-26T09:46:19Z,10.0.0.2,audiocall|directions
43,2026-02-26T09:46:14Z,2026-02-26T09:46:19Z,10.0.0.3,search
44,2026-02-26T09:46:19Z,2026-02-26T09:46:24Z,10.0.0.1,search
44,2026-02-26T09:46:19Z,2026-02-26T09:46:24Z,10.0.0.2,audiocall|directions
44,2026-02-26T09:46:19Z,2026-02-26T09:46:24Z,10.0.0.3,search
45,2026-02-26T09:46:24Z,2026-02-26T09:46:29Z,10.0.0.1,search
45,2026-02-26T09:46:24Z,2026-02-26T09:46:29Z,10.0.0.2,audiocall|directions
45,2026-02-26T09:46:24Z,2026-02-26T09:46:29Z,10.0.0.3,search
46,2026-02-26T09:46:29Z,2026-02-26T09:46:34Z,10.0.0.1,search
46,2026-02-26T09:46:29Z,2026-02-26T09:46:34Z,10.0.0.2,audiocall|directions
46,2026-02-26T09:46:29Z,2026-02-26T09:46:34Z,10.0.0.3,search
47,2026-02-26T09:46:34Z,2026-02-26T09:46:39Z,10.0.0.1,search
47,2026-02-26T09:46:34Z,2026-02-26T09:46:39Z,10.0.0.2,audiocall|directions
47,2026-02-26T09:46:34Z,2026-02-26T09:46:39Z,10.0.0.3,search
48,2026-02-26T09:46:39Z,2026-02-26T09:46:44Z,10.0.0.1,search
48,2026-02-26T09:46:39Z,2026-02-26T09:46:44Z,10.0.0.2,audiocall|directions
48,2026-02-26T09:46:39Z,2026-02-26T09:46:44Z,10.0.0.3,search
49,2026-02-26T09:46:44Z,2026-02-26T09:46:49Z,10.0.0.1,search
49,2026-02-26T09:46:44Z,2026-02-26T09:46:49Z,10.0.0.2,audiocall|directions|video-streaming|videocall
49,2026-02-26T09:46:44Z,2026-02-26T09:46:49Z,10.0.0.3,search
50,2026-02-26T09:46:49Z,2026-02-26T09:46:54Z,10.0.0.1,search
50,2026-02-26T09:46:49Z,2026-02-26T09:46:54Z,10.0.0.2,video-streaming|videocall
50,2026-02-26T09:46:49Z,2026-02-26T09:46:54Z,10.0.0.3,search
51,2026-02-26T09:46:54Z,2026-02-26T09:46:59Z,10.0.0.1,search
51,2026-02-26T09:46:54Z,2026-02-26T09:46:59Z,10.0.0.2,videocall
51,2026-02-26T09:46:54Z,2026-02-26T09:46:59Z,10.0.0.3,search
52,2026-02-26T09:46:59Z,2026-02-26T09:47:04Z,10.0.0.1,search
52,2026-02-26T09:46:59Z,2026-02-26T09:47:04Z,10.0.0.2,videocall
52,2026-02-26T09:46:59Z,2026-02-26T09:47:04Z,10.0.0.3,search
53,2026-02-26T09:47:04Z,2026-02-26T09:47:09Z,10.0.0.1,search
53,2026-02-26T09:47:04Z,2026-02-26T09:47:09Z,10.0.0.2,videocall
53,2026-02-26T09:47:04Z,2026-02-26T09:47:09Z,10.0.0.3,search|video-streaming|videocall
54,2026-02-26T09:47:09Z,2026-02-26T09:47:14Z,10.0.0.1,search
54,2026-02-26T09:47:09Z,2026-02-26T09:47:14Z,10.0.0.2,videocall
54,2026-02-26T09:47:09Z,2026-02-26T09:47:14Z,10.0.0.3,video-streaming|videocall
55,2026-02-26T09:47:14Z,2026-02-26T09:47:19Z,10.0.0.1,search
55,2026-02-26T09:47:14Z,2026-02-26T09:47:19Z,10.0.0.2,videocall
55,2026-02-26T09:47:14Z,2026-02-26T09:47:19Z,10.0.0.3,videocall
56,2026-02-26T09:47:19Z,2026-02-26T09:47:24Z,10.0.0.1,search
56,2026-02-26T09:47:19Z,2026-02-26T09:47:24Z,10.0.0.2,video-streaming|videocall
56,2026-02-26T09:47:19Z,2026-02-26T09:47:24Z,10.0.0.3,videocall
57,2026-02-26T09:47:24Z,2026-02-26T09:47:29Z,10.0.0.1,search
57,2026-02-26T09:47:24Z,2026-02-26T09:47:29Z,10.0.0.2,videocall
57,2026-02-26T09:47:24Z,2026-02-26T09:47:29Z,10.0.0.3,videocall
58,2026-02-26T09:47:29Z,2026-02-26T09:47:34Z,10.0.0.1,search
58,2026-02-26T09:47:29Z,2026-02-26T09:47:34Z,10.0.0.2,videocall
58,2026-02-26T09:47:29Z,2026-02-26T09:47:34Z,10.0.0.3,videocall
59,2026-02-26T09:47:34Z,2026-02-26T09:47:39Z,10.0.0.1,audiocall|gaming-online|search
59,2026-02-26T09:47:34Z,2026-02-26T09:47:39Z,10.0.0.2,videocall
59,2026-02-26T09:47:34Z,2026-02-26T09:47:39Z,10.0.0.3,videocall
60,2026-02-26T09:47:39Z,2026-02-26T09:47:44Z,10.0.0.1,audiocall|gaming-online
60,2026-02-26T09:47:39Z,2026-02-26T09:47:44Z,10.0.0.2,videocall
60,2026-02-26T09:47:39Z,2026-02-26T09:47:44Z,10.0.0.3,videocall
61,2026-02-26T09:47:44Z,2026-02-26T09:47:49Z,10.0.0.1,gaming-online
61,2026-02-26T09:47:44Z,2026-02-26T09:47:49Z,10.0.0.2,videocall
61,2026-02-26T09:47:44Z,2026-02-26T09:47:49Z,10.0.0.3,videocall
62,2026-02-26T09:47:49Z,2026-02-26T09:47:54Z,10.0.0.1,audiocall|gaming-online
62,2026-02-26T09:47:49Z,2026-02-26T09:47:54Z,10.0.0.2,videocall
62,2026-02-26T09:47:49Z,2026-02-26T09:47:54Z,10.0.0.3,videocall
63,2026-02-26T09:47:54Z,2026-02-26T09:47:59Z,10.0.0.1,audiocall|gaming-online
63,2026-02-26T09:47:54Z,2026-02-26T09:47:59Z,10.0.0.2,videocall
63,2026-02-26T09:47:54Z,2026-02-26T09:47:59Z,10.0.0.3,videocall
64,2026-02-26T09:47:59Z,2026-02-26T09:48:04Z,10.0.0.1,idle
64,2026-02-26T09:47:59Z,2026-02-26T09:48:04Z,10.0.0.2,videocall
64,2026-02-26T09:47:59Z,2026-02-26T09:48:04Z,10.0.0.3,videocall
65,2026-02-26T09:48:04Z,2026-02-26T09:48:09Z,10.0.0.1,audiocall
65,2026-02-26T09:48:04Z,2026-02-26T09:48:09Z,10.0.0.2,videocall
65,2026-02-26T09:48:04Z,2026-02-26T09:48:09Z,10.0.0.3,videocall
66,2026-02-26T09:48:09Z,2026-02-26T09:48:14Z,10.0.0.1,idle
66,2026-02-26T09:48:09Z,2026-02-26T09:48:14Z,10.0.0.2,videocall
66,2026-02-26T09:48:09Z,2026-02-26T09:48:14Z,10.0.0.3,videocall
67,2026-02-26T09:48:14Z,2026-02-26T09:48:19Z,10.0.0.1,audiocall
67,2026-02-26T09:48:14Z,2026-02-26T09:48:19Z,10.0.0.2,videocall
67,2026-02-26T09:48:14Z,2026-02-26T09:48:19Z,10.0.0.3,videocall
68,2026-02-26T09:48:19Z,2026-02-26T09:48:24Z,10.0.0.1,audiocall
68,2026-02-26T09:48:19Z,2026-02-26T09:48:24Z,10.0.0.2,videocall
68,2026-02-26T09:48:19Z,2026-02-26T09:48:24Z,10.0.0.3,videocall
69,2026-02-26T09:48:24Z,2026-02-26T09:48:29Z,10.0.0.1,audiocall
69,2026-02-26T09:48:24Z,2026-02-26T09:48:29Z,10.0.0.2,videocall
69,2026-02-26T09:48:24Z,2026-02-26T09:48:29Z,10.0.0.3,videocall
70,2026-02-26T09:48:29Z,2026-02-26T09:48:34Z,10.0.0.1,idle
70,2026-02-26T09:48:29Z,2026-02-26T09:48:34Z,10.0.0.2,videocall
70,2026-02-26T09:48:29Z,2026-02-26T09:48:34Z,10.0.0.3,videocall
71,2026-02-26T09:48:34Z,2026-02-26T09:48:39Z,10.0.0.1,idle
71,2026-02-26T09:48:34Z,2026-02-26T09:48:39Z,10.0.0.2,videocall
71,2026-02-26T09:48:34Z,2026-02-26T09:48:39Z,10.0.0.3,videocall
72,2026-02-26T09:48:39Z,2026-02-26T09:48:44Z,10.0.0.1,idle
72,2026-02-26T09:48:39Z,2026-02-26T09:48:44Z,10.0.0.2,videocall
72,2026-02-26T09:48:39Z,2026-02-26T09:48:44Z,10.0.0.3,videocall
73,2026-02-26T09:48:44Z,2026-02-26T09:48:49Z,10.0.0.1,idle
73,2026-02-26T09:48:44Z,2026-02-26T09:48:49Z,10.0.0.2,videocall
73,2026-02-26T09:48:44Z,2026-02-26T09:48:49Z,10.0.0.3,videocall
74,2026-02-26T09:48:49Z,2026-02-26T09:48:54Z,10.0.0.1,idle
74,2026-02-26T09:48:49Z,2026-02-26T09:48:54Z,10.0.0.2,videocall
74,2026-02-26T09:48:49Z,2026-02-26T09:48:54Z,10.0.0.3,videocall
75,2026-02-26T09:48:54Z,2026-02-26T09:48:59Z,10.0.0.1,idle
75,2026-02-26T09:48:54Z,2026-02-26T09:48:59Z,10.0.0.2,videocall
75,2026-02-26T09:48:54Z,2026-02-26T09:48:59Z,10.0.0.3,videocall
76,2026-02-26T09:48:59Z,2026-02-26T09:49:04Z,10.0.0.1,idle
76,2026-02-26T09:48:59Z,2026-02-26T09:49:04Z,10.0.0.2,videocall
76,2026-02-26T09:48:59Z,2026-02-26T09:49:04Z,10.0.0.3,videocall
77,2026-02-26T09:49:04Z,2026-02-26T09:49:09Z,10.0.0.1,idle
77,2026-02-26T09:49:04Z,2026-02-26T09:49:09Z,10.0.0.2,videocall
77,2026-02-26T09:49:04Z,2026-02-26T09:49:09Z,10.0.0.3,videocall
78,2026-02-26T09:49:09Z,2026-02-26T09:49:14Z,10.0.0.1,idle
78,2026-02-26T09:49:09Z,2026-02-26T09:49:14Z,10.0.0.2,videocall
78,2026-02-26T09:49:09Z,2026-02-26T09:49:14Z,10.0.0.3,videocall
79,2026-02-26T09:49:14Z,2026-02-26T09:49:19Z,10.0.0.1,idle
79,2026-02-26T09:49:14Z,2026-02-26T09:49:19Z,10.0.0.2,videocall
79,2026-02-26T09:49:14Z,2026-02-26T09:49:19Z,10.0.0.3,videocall
80,2026-02-26T09:49:19Z,2026-02-26T09:49:24Z,10.0.0.1,idle
80,2026-02-26T09:49:19Z,2026-02-26T09:49:24Z,10.0.0.2,videocall
80,2026-02-26T09:49:19Z,2026-02-26T09:49:24Z,10.0.0.3,videocall
81,2026-02-26T09:49:24Z,2026-02-26T09:49:29Z,10.0.0.1,idle
81,2026-02-26T09:49:24Z,2026-02-26T09:49:29Z,10.0.0.2,videocall
81,2026-02-26T09:49:24Z,2026-02-26T09:49:29Z,10.0.0.3,videocall
82,2026-02-26T09:49:29Z,2026-02-26T09:49:34Z,10.0.0.1,idle
82,2026-02-26T09:49:29Z,2026-02-26T09:49:34Z,10.0.0.2,videocall
82,2026-02-26T09:49:29Z,2026-02-26T09:49:34Z,10.0.0.3,videocall
83,2026-02-26T09:49:34Z,2026-02-26T09:49:39Z,10.0.0.1,idle
83,2026-02-26T09:49:34Z,2026-02-26T09:49:39Z,10.0.0.2,videocall
83,2026-02-26T09:49:34Z,2026-02-26T09:49:39Z,10.0.0.3,videocall
