window_index,start_time,end_time,ue_ip,ground_truth_labels
41,2026-02-26T09:46:04Z,2026-02-26T09:46:09Z,10.0.0.3,open-email
42,2026-02-26T09:46:09Z,2026-02-26T09:46:14Z,10.0.0.1,directions|gaming-online
42,2026-02-26T09:46:09Z,2026-02-26T09:46:14Z,10.0.0.2,search
42,2026-02-26T09:46:09Z,2026-02-26T09:46:14Z,10.0.0.3,open-email
43,2026-02-26T09:46:14Z,2026-02-26T09:46:19Z,10.0.0.1,directions|gaming-online
43,2026-02-26T09:46:14Z,2026-02-26T09:46:19Z,10.0.0.2,search
43,2026-02-26T09:46:14Z,2026-02-26T09:46:19Z,10.0.0.3,open-email
44,2026-02-26T09:46:19Z,2026-02-26T09:46:24Z,10.0.0.1,directions|gaming-online
44,2026-02-26T09:46:19Z,2026-02-26T09:46:24Z,10.0.0.2,search
44,2026-02-26T09:46:19Z,2026-02-26T09:46:24Z,10.0.0.3,open-email|videocall
45,2026-02-26T09:46:24Z,2026-02-26T09:46:29Z,10.0.0.1,directions|gaming-online
45,2026-02-26T09:46:24Z,2026-02-26T09:46:29Z,10.0.0.2,search
45,2026-02-26T09:46:24Z,2026-02-26T09:46:29Z,10.0.0.3,open-email|videocall
46,2026-02-26T09:46:29Z,2026-02-26T09:46:34Z,10.0.0.1,directions|gaming-online
46,2026-02-26T09:46:29Z,2026-02-26T09:46:34Z,10.0.0.2,search
46,2026-02-26T09:46:29Z,2026-02-26T09:46:34Z,10.0.0.3,open-email|videocall
47,2026-02-26T09:46:34Z,2026-02-26T09:46:39Z,10.0.0.1,directions|gaming-online
47,2026-02-26T09:46:34Z,2026-02-26T09:46:39Z,10.0.0.2,search
47,2026-02-26T09:46:34Z,2026-02-26T09:46:39Z,10.0.0.3,open-email
48,2026-02-26T09:46:39Z,2026-02-26T09:46:44Z,10.0.0.1,directions|gaming-online
48,2026-02-26T09:46:39Z,2026-02-26T09:46:44Z,10.0.0.2,search|video-streaming
48,2026-02-26T09:46:39Z,2026-02-26T09:46:44Z,10.0.0.3,open-email
49,2026-02-26T09:46:44Z,2026-02-26T09:46:49Z,10.0.0.1,directions|gaming-online
49,2026-02-26T09:46:44Z,2026-02-26T09:46:49Z,10.0.0.2,search|video-streaming
49,2026-02-26T09:46:44Z,2026-02-26T09:46:49Z,10.0.0.3,open-email
50,2026-02-26T09:46:49Z,2026-02-26T09:46:54Z,10.0.0.1,directions|gaming-online
50,2026-02-26T09:46:49Z,2026-02-26T09:46:54Z,10.0.0.2,search|video-streaming
50,2026-02-26T09:46:49Z,2026-02-26T09:46:54Z,10.0.0.3,open-email
51,2026-02-26T09:46:54Z,2026-02-26T09:46:59Z,10.0.0.1,directions|gaming-online
51,2026-02-26T09:46:54Z,2026-02-26T09:46:59Z,10.0.0.2,search|video-streaming
51,2026-02-26T09:46:54Z,2026-02-26T09:46:59Z,10.0.0.3,open-email
52,2026-02-26T09:46:59Z,2026-02-26T09:47:04Z,10.0.0.1,directions|gaming-online
52,2026-02-26T09:46:59Z,2026-02-26T09:47:04Z,10.0.0.2,search|video-streaming
52,2026-02-26T09:46:59Z,2026-02-26T09:47:04Z,10.0.0.3,open-email
53,2026-02-26T09:47:04Z,2026-02-26T09:47:09Z,10.0.0.1,directions|gaming-online
53,2026-02-26T09:47:04Z,2026-02-26T09:47:09Z,10.0.0.2,search|video-streaming
53,2026-02-26T09:47:04Z,2026-02-26T09:47:09Z,10.0.0.3,open-email
54,2026-02-26T09:47:09Z,2026-02-26T09:47:14Z,10.0.0.1,directions|gaming-online
54,2026-02-26T09:47:09Z,2026-02-26T09:47:14Z,10.0.0.2,search|video-streaming
54,2026-02-26T09:47:09Z,2026-02-26T09:47:14Z,10.0.0.3,open-email
55,2026-02-26T09:47:14Z,2026-02-26T09:47:19Z,10.0.0.1,audiocall|gaming-online|video-streaming
55,2026-02-26T09:47:14Z,2026-02-26T09:47:19Z,10.0.0.2,search|video-streaming
55,2026-02-26T09:47:14Z,2026-02-26T09:47:19Z,10.0.0.3,open-email
56,2026-02-26T09:47:19Z,2026-02-26T09:47:24Z,10.0.0.1,audiocall
56,2026-02-26T09:47:19Z,2026-02-26T09:47:24Z,10.0.0.2,search|video-streaming
56,2026-02-26T09:47:19Z,2026-02-26T09:47:24Z,10.0.0.3,open-email|video-streaming|videocall
57,2026-02-26T09:47:24Z,2026-02-26T09:47:29Z,10.0.0.1,audiocall
57,2026-02-26T09:47:24Z,2026-02-26T09:47:29Z,10.0.0.2,search|video-streaming
57,2026-02-26T09:47:24Z,2026-02-26T09:47:29Z,10.0.0.3,videocall
58,2026-02-26T09:47:29Z,2026-02-26T09:47:34Z,10.0.0.1,idle
58,2026-02-26T09:47:29Z,2026-02-26T09:47:34Z,10.0.0.2,search|video-streaming
58,2026-02-26T09:47:29Z,2026-02-26T09:47:34Z,10.0.0.3,idle
59,2026-02-26T09:47:34Z,2026-02-26T09:47:39Z,10.0.0.1,idle
59,2026-02-26T09:47:34Z,2026-02-26T09:47:39Z,10.0.0.2,audiocall|video-streaming
59,2026-02-26T09:47:34Z,2026-02-26T09:47:39Z,10.0.0.3,idle
60,2026-02-26T09:47:39Z,2026-02-26T09:47:44Z,10.0.0.1,idle
60,2026-02-26T09:47:39Z,2026-02-26T09:47:44Z,10.0.0.2,audiocall
60,2026-02-26T09:47:39Z,2026-02-26T09:47:44Z,10.0.0.3,idle
61,2026-02-26T09:47:44Z,2026-02-26T09:47:49Z,10.0.0.1,idle
61,2026-02-26T09:47:44Z,2026-02-26T09:47:49Z,10.0.0.2,audiocall
61,2026-02-26T09:47:44Z,2026-02-26T09:47:49Z,10.0.0.3,idle
62,2026-02-26T09:47:49Z,2026-02-26T09:47:54Z,10.0.0.1,idle
62,2026-02-26T09:47:49Z,2026-02-26T09:47:54Z,10.0.0.2,audiocall
62,2026-02-26T09:47:49Z,2026-02-26T09:47:54Z,10.0.0.3,idle
63,2026-02-26T09:47:54Z,2026-02-26T09:47:59Z,10.0.0.1,audiocall
63,2026-02-26T09:47:54Z,2026-02-26T09:47:59Z,10.0.0.2,audiocall
63,2026-02-26T09:47:54Z,2026-02-26T09:47:59Z,10.0.0.3,idle
64,2026-02-26T09:47:59Z,2026-02-26T09:48:04Z,10.0.0.1,audiocall
64,2026-02-26T09:47:59Z,2026-02-26T09:48:04Z,10.0.0.2,idle
64,2026-02-26T09:47:59Z,2026-02-26T09:48:04Z,10.0.0.3,idle
65,2026-02-26T09:48:04Z,2026-02-26T09:48:09Z,10.0.0.1,audiocall
65,2026-02-26T09:48:04Z,2026-02-26T09:48:09Z,10.0.0.2,idle
65,2026-02-26T09:48:04Z,2026-02-26T09:48:09Z,10.0.0.3,idle
66,2026-02-26T09:48:09Z,2026-02-26T09:48:14Z,10.0.0.1,audiocall
66,2026-02-26T09:48:09Z,2026-02-26T09:48:14Z,10.0.0.2,idle
66,2026-02-26T09:48:09Z,2026-02-26T09:48:14Z,10.0.0.3,idle
67,2026-02-26T09:48:14Z,2026-02-26T09:48:19Z,10.0.0.1,audiocall
67,2026-02-26T09:48:14Z,2026-02-26T09:48:19Z,10.0.0.2,idle
67,2026-02-26T09:48:14Z,2026-02-26T09:48:19Z,10.0.0.3,idle
68,2026-02-26T09:48:19Z,2026-02-26T09:48:24Z,10.0.0.1,audiocall
68,2026-02-26T09:48:19Z,2026-02-26T09:48:24Z,10.0.0.2,idle
68,2026-02-26T09:48:19Z,2026-02-26T09:48:24Z,10.0.0.3,idle
69,2026-02-26T09:48:24Z,2026-02-26T09:48:29Z,10.0.0.1,audiocall
69,2026-02-26T09:48:24Z,2026-02-26T09:48:29Z,10.0.0.2,idle
69,2026-02-26T09:48:24Z,2026-02-26T09:48:29Z,10.0.0.3,idle
70,2026-02-26T09:48:29Z,2026-02-26T09:48:34Z,10.0.0.1,audiocall
70,2026-02-26T09:48:29Z,2026-02-26T09:48:34Z,10.0.0.2,idle
70,2026-02-26T09:48:29Z,2026-02-26T09:48:34Z,10.0.0.3,idle
71,2026-02-26T09:48:34Z,2026-02-26T09:48:39Z,10.0.0.1,audiocall
71,2026-02-26T09:48:34Z,2026-02-26T09:48:39Z,10.0.0.2,idle
71,2026-02-26T09:48:34Z,2026-02-26T09:48:39Z,10.0.0.3,idle
72,2026-02-26T09:48:39Z,2026-02-26T09:48:44Z,10.0.0.1,audiocall
72,2026-02-26T09:48:39Z,2026-02-26T09:48:44Z,10.0.0.2,idle
72,2026-02-26T09:48:39Z,2026-02-26T09:48:44Z,10.0.0.3,idle
73,2026-02-26T09:48:44Z,2026-02-26T09:48:49Z,10.0.0.1,audiocall
73,2026-02-26T09:48:44Z,2026-02-26T09:48:49Z,10.0.0.2,idle
73,2026-02-26T09:48:44Z,2026-02-26T09:48:49Z,10.0.0.3,idle
74,2026-02-26T09:48:49Z,2026-02-26T09:48:54Z,10.0.0.1,audiocall
74,2026-02-26T09:48:49Z,2026-02-26T09:48:54Z,10.0.0.2,idle
74,2026-02-26T09:48:49Z,2026-02-26T09:48:54Z,10.0.0.3,idle
75,2026-02-26T09:48:54Z,2026-02-26T09:48:59Z,10.0.0.1,audiocall
75,2026-02-26T09:48:54Z,2026-02-26T09:48:59Z,10.0.0.2,idle
75,2026-02-26T09:48:54Z,2026-02-26T09:48:59Z,10.0.0.3,idle
76,2026-02-26T09:48:59Z,2026-02-26T09:49:04Z,10.0.0.1,audiocall
76,2026-02-26T09:48:59Z,2026-02-26T09:49:04Z,10.0.0.2,idle
76,2026-02-26T09:48:59Z,2026-02-26T09:49:04Z,10.0.0.3,idle
77,2026-02-26T09:49:04Z,2026-02-26T09:49:09Z,10.0.0.1,audiocall
77,2026-02-26T09:49:04Z,2026-02-26T09:49:09Z,10.0.0.2,idle
77,2026-02-26T09:49:04Z,2026-02-26T09:49:09Z,10.0.0.3,idle
78,2026-02-26T09:49:09Z,2026-02-26T09:49:14Z,10.0.0.1,audiocall
78,2026-02-26T09:49:09Z,2026-02-26T09:49:14Z,10.0.0.2,idle
78,2026-02-26T09:49:09Z,2026-02-26T09:49:14Z,10.0.0.3,idle
79,2026-02-26T09:49:14Z,2026-02-26T09:49:19Z,10.0.0.1,audiocall
79,2026-02-26T09:49:14Z,2026-02-26T09:49:19Z,10.0.0.2,idle
79,2026-02-26T09:49:14Z,2026-02-26T09:49:19Z,10.0.0.3,idle
80,2026-02-26T09:49:19Z,2026-02-26T09:49:24Z,10.0.0.1,audiocall
80,2026-02-26T09:49:19Z,2026-02-26T09:49:24Z,10.0.0.2,idle
80,2026-02-26T09:49:19Z,2026-02-26T09:49:24Z,10.0.0.3,idle
81,2026-02-26T09:49:24Z,2026-02-26T09:49:29Z,10.0.0.1,audiocall
81,2026-02-26T09:49:24Z,2026-02-26T09:49:29Z,10.0.0.2,idle
81,2026-02-26T09:49:24Z,2026-02-26T09:49:29Z,10.0.0.3,idle
82,2026-02-26T09:49:29Z,2026-02-26T09:49:34Z,10.0.0.1,audiocall
82,2026-02-26T09:49:29Z,2026-02-26T09:49:34Z,10.0.0.2,idle
82,2026-02-26T09:49:29Z,2026-02-26T09:49:34Z,10.0.0.3,idle
83,2026-02-26T09:49:34Z,2026-02-26T09:49:39Z,10.0.0.1,audiocall
83,2026-02-26T09:49:34Z,2026-02-26T09:49:39Z,10.0.0.2,idle
83,2026-02-26T09:49:34Z,2026-02-26T09:49:39Z,10.0.0.3,idle
84,2026-02-26T09:49:39Z,2026-02-26T09:49:44Z,10.0.0.1,audiocall
84,2026-02-26T09:49:39Z,2026-02-26T09:49:44Z,10.0.0.2,idle
84,2026-02-26T09:49:39Z,2026-02-26T09:49:44Z,10.0.0.3,idle
85,2026-02-26T09:49:44Z,2026-02-26T09:49:49Z,10.0.0.1,audiocall
85,2026-02-26T09:49:44Z,2026-02-26T09:49:49Z,10.0.0.2,idle
85,2026-02-26T09:49:44Z,2026-02-26T09:49:49Z,10.0.0.3,idle
86,2026-02-26T09:49:49Z,2026-02-26T09:49:54Z,10.0.0.1,audiocall
86,2026-02-26T09:49:49Z,2026-02-26T09:49:54Z,10.0.0.2,idle
86,2026-02-26T09:49:49Z,2026-02-26T09:49:54Z,10.0.0.3,idle
87,2026-02-26T09:49:54Z,2026-02-26T09:49:59Z,10.0.0.1,audiocall
87,2026-02-26T09:49:54Z,2026-02-26T09:49:59Z,10.0.0.2,idle
87,2026-02-26T09:49:54Z,2026-02-26T09:49:59Z,10.0.0.3,idle
88,2026-02-26T09:49:59Z,2026-02-26T09:50:04Z,10.0.0.1,audiocall
88,2026-02-26T09:49:59Z,2026-02-26T09:50:04Z,10.0.0.2,idle
88,2026-02-26T09:49:59Z,2026-02-26T09:50:04Z,10.0.0.3,idle
89,2026-02-26T09:50:04Z,2026-02-26T09:50:09Z,10.0.0.1,audiocall
89,2026-02-26T09:50:04Z,2026-02-26T09:50:09Z,10.0.0.2,idle
89,2026-02-26T09:50:04Z,2026-02-26T09:50:09Z,10.0.0.3,idle
